wanr,waid,ElemDN,RohrDN,WNStutzen,Rohstutzen,HandschwMuffe,winkel
149851,563009,32,32,2,0,0,180
149854,563015,32,32,11,0,0,180
149854,563016,32,32,16,0,0,180
149858,563109,40,40,4,0,0,180
149858,563110,40,40,2,0,0,180
149858,563111,40,40,12,0,0,180
149858,563112,40,40,6,0,0,180
149864,563158,32,32,29,0,0,180
149864,563160,32,32,1,0,0,180
149864,563161,32,32,2,0,0,180
149865,563163,32,32,15,0,0,180
149865,563164,32,32,12,0,0,180
149865,563165,32,32,5,0,0,180
149871,563252,32,32,16,0,0,180
149871,563254,32,32,16,0,0,180
149879,563361,50,50,24,0,0,180
149882,563481,40,40,2,0,0,180
149885,563535,40,40,2,0,0,180
149885,563536,40,40,4,0,0,180
149885,563537,40,40,2,0,0,180
149885,563538,40,40,2,0,0,180
149885,563539,40,40,3,0,0,180
149885,563540,40,40,2,0,0,180
149885,563541,40,40,1,0,0,180
149899,563770,50,50,37,0,0,0
149899,563771,50,50,1,0,0,0
149899,563772,50,50,5,0,0,0
149899,563773,50,50,3,0,0,0
149899,563774,50,50,1,0,0,0
149899,563775,50,50,1,0,0,0
149899,563776,50,50,1,0,0,0
149901,563798,50,50,24,0,0,180
149901,563799,50,50,24,0,0,180
149904,563818,50,50,14,0,0,180
149904,563819,50,50,14,0,0,180
149904,563821,50,50,6,0,0,180
149904,563823,50,50,6,0,0,180
149907,563850,32,32,2,0,0,180
149907,563851,32,32,28,0,0,180
149907,563852,32,32,4,0,0,180
149919,563967,50,50,4,0,0,180
149919,563968,50,50,8,0,0,180
149946,564236,40,40,1,0,0,180
149946,564237,40,40,1,0,0,180
149946,564238,40,40,3,0,0,180
149946,564239,40,40,1,0,0,180
149946,564240,40,40,1,0,0,180
149946,564241,40,40,1,0,0,180
149947,564242,40,40,6,0,0,180
149947,564243,40,40,15,0,0,180
149947,564244,40,40,15,0,0,180
149947,564245,40,40,5,0,0,180
149947,564246,40,40,1,0,0,180
149947,564247,40,40,1,0,0,270
149947,564248,40,40,15,0,0,180
149947,564249,40,40,1,0,0,180
149947,564250,40,40,6,0,0,180
149947,564251,40,40,6,0,0,180
149947,564252,40,40,1,0,0,180
149947,564253,40,40,1,0,0,180
149951,564305,50,50,1,0,0,180
149951,564306,50,50,5,0,0,180
149951,564307,50,50,2,0,0,180
149951,564308,50,50,4,0,0,180
149955,564332,40,40,51,0,0,180
149955,564333,40,40,3,0,0,180
149955,564334,40,40,3,0,0,180
149957,564375,32,32,1,0,0,180
149957,564376,32,32,3,0,0,180
149957,564377,32,32,3,0,0,180
149957,564378,32,32,1,0,0,180
149957,564379,32,32,1,0,0,180
149957,564380,32,32,3,0,0,180
149968,564508,40,40,1,0,0,270
149970,564518,40,40,1,0,0,90
149975,564567,40,40,1,0,0,90
149975,564568,40,40,1,0,0,270
149995,565001,32,32,20,0,0,180
149996,565002,32,32,6,0,0,180
149996,565003,32,32,6,0,0,180
149996,565004,32,32,2,0,0,180
150048,565874,32,32,7,0,0,180
150048,565875,32,32,5,0,0,180
150048,565876,32,32,8,0,0,180
150051,565936,40,40,14,0,0,180
150053,565939,32,32,12,0,0,180
150060,566177,32,32,5,0,0,0
150060,566178,32,32,1,0,0,0
150060,566179,32,32,3,0,0,0
150060,566180,32,32,9,0,0,0
150060,566181,32,32,6,0,0,0
150060,566182,32,32,3,0,0,0
150060,566183,32,32,1,0,0,0
150060,566184,32,32,1,0,0,0
150060,566185,32,32,1,0,0,0
150060,566186,32,32,4,0,0,180
150060,566187,32,32,2,0,0,180
150060,566188,32,32,1,0,0,180
150060,566189,32,32,1,0,0,180
150060,566190,32,32,8,0,0,0
150060,566191,32,32,5,0,0,0
150060,566192,32,32,3,0,0,0
150060,566193,32,32,6,0,0,0
150060,566194,32,32,4,0,0,0
150060,566195,32,32,4,0,0,0
150060,566196,32,32,1,0,0,90
150060,566196,32,32,1,0,0,0
150060,566197,32,32,1,0,0,0
150060,566198,32,32,1,0,0,270
150060,566199,32,32,2,0,0,0
150060,566200,32,32,1,0,0,0
150060,566201,32,32,1,0,0,270
150060,566202,32,32,1,0,0,270
150060,566203,32,32,1,0,0,270
150060,566204,32,32,1,0,0,270
150060,566205,32,32,1,0,0,270
150062,566213,32,32,2,0,0,180
150062,566214,32,32,1,0,0,90
150064,566227,32,32,3,0,0,90
150070,566335,32,32,1,0,0,0
150104,567229,50,50,3,0,0,180
150104,567230,50,50,2,0,0,180
150104,567231,50,50,3,0,0,180
150134,567752,32,32,7,0,0,180
150134,567753,32,32,3,0,0,180
150134,567754,32,32,6,0,0,180
150134,567755,32,32,1,0,0,180
150136,567775,32,32,2,0,0,180
150136,567776,32,32,1,0,0,180
150138,567800,40,40,20,0,0,180
150138,567801,40,40,4,0,0,180
150138,567802,40,40,8,0,0,180
150138,567803,40,40,32,0,0,180
150138,567804,40,40,24,0,0,180
150143,567932,65,65,8,0,0,0
150143,567933,65,65,16,0,0,0
150178,568499,40,40,7,0,0,270
150178,568499,40,40,7,0,0,270
150178,568500,40,40,9,0,0,90
150178,568501,40,40,3,0,0,90
150178,568502,40,40,3,0,0,90
150178,568503,40,40,1,0,0,90
150192,568718,32,32,5,0,0,180
150192,568719,32,32,5,0,0,180
150192,568720,32,32,5,0,0,0
150201,568823,32,32,12,0,0,270
150201,568824,32,32,12,0,0,90
150216,569068,32,32,3,0,0,180
150216,569069,32,32,3,0,0,180
150216,569070,32,32,4,0,0,180
150216,569071,32,32,4,0,0,180
150216,569072,32,32,3,0,0,180
150224,569146,32,32,1,0,0,270
150225,569147,32,40,1,0,0,90
150228,569162,32,32,1,0,0,90
150231,569188,32,32,1,0,0,270
150241,569349,32,32,7,0,0,180
150241,569350,32,32,1,0,0,180
150241,569351,32,32,1,0,0,180
150241,569352,32,32,1,0,0,180
150241,569353,32,32,1,0,0,180
150241,569354,32,32,1,0,0,180
150241,569355,32,32,1,0,0,180
150241,569356,32,32,6,0,0,180
150253,569612,32,32,1,0,0,0
150253,569613,40,32,1,0,0,180
150253,569615,40,32,1,0,0,180
150257,569699,32,32,11,0,0,180
150257,569700,32,32,3,0,0,180
150257,569701,32,32,3,0,0,180
150257,569702,32,32,1,0,0,180
150257,569703,32,32,2,0,0,180
150257,569704,32,32,4,0,0,180
150257,569705,32,32,1,0,0,180
150257,569706,32,32,1,0,0,180
150257,569707,32,32,2,0,0,180
150257,569708,32,32,1,0,0,180
150257,569709,32,32,2,0,0,180
150269,569909,32,32,8,0,0,90
150269,569910,32,32,6,0,0,90
150269,569911,32,32,8,0,0,90
150269,569912,32,32,8,0,0,90
150269,569915,32,32,4,0,0,0
150269,569915,32,32,4,0,0,0
150269,569916,32,32,6,0,0,90
150269,569917,32,32,6,0,0,90
150269,569918,32,32,2,0,0,90
150269,569921,32,32,2,0,0,90
150269,569922,32,32,1,0,0,90
150280,570219,32,32,1,0,0,180
150280,570220,32,32,1,0,0,180
150280,570221,32,32,1,0,0,180
150294,570414,40,32,2,0,0,90
150294,570415,40,32,6,0,0,270
150294,570416,40,32,4,0,0,90
150294,570417,40,32,2,0,0,270
150294,570418,40,32,1,0,0,90
150294,570419,40,32,1,0,0,90
150294,570420,40,32,1,0,0,270
150294,570421,40,32,1,0,0,90
150294,570422,40,32,1,0,0,90
150327,571176,40,40,9,0,0,0
150327,571177,40,40,1,0,0,0
150327,571178,40,40,2,0,0,90
150327,571179,40,40,2,0,0,90
150327,571180,40,40,1,0,0,90
150327,571181,40,40,1,0,0,90
150327,571183,40,40,10,0,0,0
150327,571184,40,40,2,0,0,0
150327,571185,40,40,2,0,0,0
150327,571187,40,40,3,0,0,0
150327,571188,40,40,2,0,0,0
150327,571189,40,40,2,0,0,0
150327,571190,40,40,2,0,0,0
150327,571191,40,40,3,0,0,0
150327,571192,40,40,1,0,0,270
150327,571193,40,40,1,0,0,0
150327,571194,40,40,1,0,0,270
150327,571195,40,40,1,0,0,270
150327,571196,40,40,2,0,0,0
150327,571197,40,40,3,0,0,0
150327,571198,40,40,1,0,0,0
150327,571199,40,40,3,0,0,0
150327,571200,40,40,2,0,0,0
150327,571201,40,40,1,0,0,0
150327,571202,40,40,1,0,0,0
150327,571203,40,40,1,0,0,0
150357,571930,50,50,10,0,0,0
150357,571931,50,50,10,0,0,0
150361,571936,40,40,5,0,0,0
150370,572025,50,50,49,0,0,180
150370,572026,50,50,2,0,0,180
150370,572027,50,50,15,0,0,180
150401,572483,40,40,8,0,0,180
150401,572484,40,40,2,0,0,180
150420,572736,32,32,8,0,0,270
150420,572737,32,32,8,0,0,90
150420,572738,32,32,8,0,0,90
150420,572739,32,32,8,0,0,270
150455,573487,32,32,1,0,0,180
150455,573488,32,32,1,0,0,270
150455,573488,32,32,1,0,0,180
150455,573489,32,32,2,0,0,180
150455,573490,32,32,1,0,0,270
150457,573508,32,32,4,0,0,180
150457,573509,32,32,1,0,0,90
150459,573515,32,32,6,0,0,180
150459,573516,32,32,3,0,0,180
150459,573517,32,32,1,0,0,90
150459,573518,32,32,1,0,0,270
150459,573520,32,32,1,0,0,270
150472,573849,40,40,10,0,0,180
150472,573850,40,40,2,0,0,180
150491,574155,32,32,1,0,0,270
150491,574156,32,32,2,0,0,0
150491,574157,32,32,2,0,0,0
150491,574158,32,32,12,0,0,0
150491,574159,32,32,4,0,0,0
150491,574160,32,32,2,0,0,0
150491,574161,32,32,9,0,0,0
150491,574162,32,32,9,0,0,0
150491,574163,32,32,3,0,0,0
150509,574648,40,40,15,0,0,270
150509,574649,40,40,5,0,0,270
150517,574839,32,32,1,0,0,180
150517,574840,32,32,1,0,0,180
150517,574841,32,32,2,0,0,180
150517,574842,32,32,1,0,0,180
150517,574843,32,32,2,0,0,180
150517,574844,32,32,1,0,0,180
150517,574845,32,32,1,0,0,180
150517,574846,32,32,1,0,0,180
150517,574847,32,32,1,0,0,180
150517,574849,32,32,2,0,0,180
150517,574852,32,32,1,0,0,180
150517,574853,32,32,1,0,0,180
150517,574854,32,32,1,0,0,180
150517,574855,32,32,1,0,0,90
150517,574856,32,32,1,0,0,270
150517,574857,32,32,2,0,0,180
150517,574858,32,32,1,0,0,180
150517,574859,32,32,1,0,0,180
150517,574861,32,32,1,0,0,270
150517,574861,32,32,1,0,0,180
150517,574866,32,32,1,0,0,180
150518,574869,32,32,1,0,0,180
150518,574870,32,32,1,0,0,90
150518,574870,32,32,1,0,0,270
150518,574872,32,32,1,0,0,180
150518,574873,32,32,1,0,0,180
150518,574875,32,32,1,0,0,180
150518,574878,32,32,1,0,0,180
150518,574879,32,32,1,0,0,180
150518,574880,32,32,1,0,0,180
150518,574881,32,32,1,0,0,180
150518,574882,32,32,1,0,0,180
150518,574883,32,32,1,0,0,180
150518,574884,32,32,1,0,0,90
150518,574885,32,32,1,0,0,270
150522,574918,32,32,1,0,0,270
150522,574919,32,32,1,0,0,270
150522,574920,32,32,1,0,0,90
150522,574921,32,32,1,0,0,0
150522,574921,32,32,1,0,0,180
150522,574922,32,32,1,0,0,90
150522,574924,32,32,2,0,0,270
150522,574925,32,32,1,0,0,270
150522,574926,32,32,1,0,0,180
150522,574927,32,32,1,0,0,90
150524,574940,32,32,1,0,0,180
150524,574941,32,32,1,0,0,270
150524,574943,32,32,1,0,0,90
150524,574944,32,32,1,0,0,90
150528,575046,32,32,1,0,0,0
150528,575046,32,32,1,0,0,0
150528,575047,32,32,1,0,0,0
150566,575525,32,32,1,0,0,180
150566,575526,32,32,1,0,0,180
150566,575527,32,32,4,0,0,180
150566,575528,32,32,1,0,0,180
150566,575529,32,32,3,0,0,180
150566,575530,32,32,4,0,0,180
150566,575531,32,32,7,0,0,180
150583,575780,40,40,3,0,0,90
150583,575781,40,40,1,0,0,270
150583,575782,40,40,4,0,0,270
150583,575783,40,40,12,0,0,270
150589,575856,32,32,62,0,0,180
150589,575857,32,32,1,0,0,180
150589,575858,32,32,1,0,0,180
150591,575862,32,32,8,0,0,180
150591,575863,32,32,8,0,0,180
150594,575887,50,50,32,0,0,180
150594,575888,50,50,2,0,0,180
150594,575889,50,50,1,0,0,180
150594,575889,50,50,1,0,0,90
150594,575890,50,50,1,0,0,180
150595,575892,50,50,3,0,0,180
150595,575893,50,50,3,0,0,180
150615,576231,40,40,16,0,0,180
150615,576232,40,40,4,0,0,180
150615,576233,40,40,6,0,0,180
150615,576234,40,40,6,0,0,180
150615,576235,40,40,8,0,0,180
150615,576236,40,40,8,0,0,180
150615,576237,40,40,10,0,0,180
150615,576238,40,40,18,0,0,180
150615,576239,40,40,14,0,0,180
150615,576240,40,40,4,0,0,180
150615,576241,40,40,2,0,0,180
150615,576242,40,40,8,0,0,180
150615,576243,40,40,2,0,0,180
150615,576244,40,40,4,0,0,180
150615,576245,40,40,10,0,0,180
150615,576246,40,40,18,0,0,180
150620,576299,50,50,14,0,0,180
150626,576778,32,32,5,0,0,270
150626,576779,32,32,4,0,0,270
150626,576781,32,32,11,0,0,270
150626,576783,32,32,5,0,0,270
150626,576784,32,32,11,0,0,270
150626,576785,32,32,3,0,0,270
150626,576786,32,32,5,0,0,90
150626,576787,32,32,4,0,0,90
150626,576789,32,32,11,0,0,90
150626,576791,32,32,5,0,0,90
150626,576792,32,32,11,0,0,90
150626,576793,32,32,2,0,0,90
150638,576601,40,40,12,0,0,90
150638,576602,40,40,11,0,0,90
150641,576699,32,32,12,0,0,90
150641,576700,32,32,10,0,0,90
150641,576701,32,32,12,0,0,90
150641,576702,32,32,10,0,0,90
150641,576703,32,32,1,0,0,90
150641,576704,32,32,1,0,0,90
150647,576826,32,32,19,0,0,180
150651,576893,32,32,1,0,0,0
150653,576895,32,50,1,0,0,180
150653,576896,32,50,1,0,0,180
150654,576919,32,32,1,0,0,0
150654,576919,32,32,1,0,0,180
150667,577203,32,32,6,0,0,90
150667,577204,32,32,6,0,0,270
150667,577205,32,32,6,0,0,90
150667,577206,32,32,6,0,0,270
150667,577207,32,32,6,0,0,90
150667,577208,32,32,6,0,0,270
150667,577209,32,32,6,0,0,90
150667,577210,32,32,6,0,0,270
150668,577213,32,32,4,0,0,90
150668,577214,32,32,4,0,0,270
150668,577215,32,32,4,0,0,90
150668,577217,32,32,4,0,0,270
150668,577218,32,32,6,0,0,90
150668,577219,32,32,4,0,0,270
150668,577220,32,32,8,0,0,0
150668,577221,32,32,8,0,0,0
150706,577984,32,32,2,0,0,0
150706,577985,32,32,2,0,0,0
150706,577986,32,32,2,0,0,0
150706,577987,32,32,1,0,0,0
150706,577988,32,32,2,0,0,0
150706,577989,32,32,1,0,0,0
150706,577990,32,32,1,0,0,0
150706,577991,32,32,1,0,0,0
150706,577992,32,32,2,0,0,0
150706,577993,32,32,1,0,0,0
150706,577994,32,32,1,0,0,0
150706,577995,32,32,1,0,0,0
150706,577996,32,32,2,0,0,0
150706,577997,32,32,1,0,0,0
150706,577998,32,32,2,0,0,0
150706,577999,32,32,1,0,0,0
150706,578000,32,32,10,0,0,0
150706,578001,32,32,5,0,0,0
150706,578002,32,32,3,0,0,0
150763,578904,32,32,4,0,0,90
150763,578905,32,32,4,0,0,270
150763,578906,32,32,4,0,0,90
150763,578907,32,32,4,0,0,270
150763,578908,32,32,2,0,0,90
150763,578909,32,32,4,0,0,270
150763,578910,32,32,8,0,0,0
150763,578911,32,32,8,0,0,0
150778,579096,50,50,32,0,0,180
150788,579270,32,32,2,0,0,180
150816,579830,32,65,1,0,0,180
150816,579830,32,65,1,0,0,180
150816,579831,32,65,1,0,0,180
150816,579831,32,65,1,0,0,180
150816,579831,32,65,1,0,0,180
150816,579831,32,65,1,0,0,180
150816,579832,32,65,1,0,0,180
150816,579832,32,65,1,0,0,180
150816,579832,32,65,1,0,0,180
150816,579833,32,65,1,0,0,180
150816,579834,32,65,1,0,0,180
150816,579834,32,65,1,0,0,180
150816,579834,32,65,1,0,0,180
150816,579835,32,65,1,0,0,180
150816,579835,32,65,1,0,0,180
150816,579835,32,65,1,0,0,180
150816,579836,32,65,1,0,0,180
150816,579836,32,65,1,0,0,180
150816,579837,32,65,1,0,0,180
150816,579837,32,65,1,0,0,180
150816,579838,32,65,1,0,0,180
150816,579838,32,65,1,0,0,180
150816,579839,32,65,1,0,0,180
150816,579839,32,65,1,0,0,180
150816,579840,32,65,1,0,0,180
150816,579840,32,65,1,0,0,180
150820,579864,32,65,1,0,0,180
150820,579864,32,65,1,0,0,180
150820,579865,32,65,1,0,0,180
150820,579865,32,65,1,0,0,180
150820,579865,32,65,1,0,0,180
150820,579866,32,65,1,0,0,180
150820,579866,32,65,1,0,0,180
150820,579867,32,65,1,0,0,180
150820,579867,32,65,1,0,0,180
150820,579867,32,65,1,0,0,180
150820,579867,32,65,1,0,0,180
150820,579868,32,65,1,0,0,180
150820,579868,32,65,1,0,0,180
150820,579869,32,65,1,0,0,180
150820,579869,32,65,1,0,0,180
150820,579870,32,65,1,0,0,180
150820,579870,32,65,1,0,0,180
150820,579870,32,65,1,0,0,180
150820,579871,32,65,1,0,0,180
150820,579871,32,65,1,0,0,180
150820,579872,32,65,1,0,0,180
150820,579872,32,65,1,0,0,180
150820,579872,32,65,1,0,0,180
150820,579873,32,65,1,0,0,180
150820,579873,32,65,1,0,0,180
150820,579874,32,65,1,0,0,180
150820,579874,32,65,1,0,0,180
150820,579874,32,65,1,0,0,180
150820,579874,32,65,1,0,0,180
150840,580095,50,50,18,0,0,180
150840,580096,50,50,18,0,0,180
150874,580610,50,50,8,0,0,180
150874,580612,50,50,4,0,0,180
150874,580613,50,50,3,0,0,180
150874,580614,50,50,10,0,0,180
150881,580671,50,50,2,0,0,270
150881,580672,50,50,2,0,0,90
150881,580673,50,50,2,0,0,90
150881,580674,50,50,1,0,0,90
150881,580675,50,50,2,0,0,90
150881,580676,50,50,2,0,0,270
150881,580677,50,50,2,0,0,90
150881,580678,50,50,1,0,0,270
150884,580764,50,50,10,0,0,180
150884,580765,50,50,1,0,0,270
150884,580766,50,50,2,0,0,0
150884,580767,50,50,2,0,0,0
150978,582537,32,32,1,0,0,90
150978,582537,32,32,1,0,0,90
150978,582538,32,32,1,0,0,270
150989,582872,40,40,20,0,0,180
150989,582873,40,40,17,0,0,180
150989,582874,40,40,2,0,0,180
150989,582875,40,40,1,0,0,180
151001,583036,32,32,6,0,0,270
151001,583037,32,32,1,0,0,90
151001,583038,32,32,1,0,0,90
151001,583039,32,32,1,0,0,270
151001,583039,32,32,1,0,0,270
151001,583041,32,32,3,0,0,90
151001,583042,32,32,2,0,0,270
151001,583046,32,32,1,0,0,270
151001,583047,32,32,1,0,0,270
151001,583048,32,32,1,0,0,270
151030,583467,50,50,4,0,0,180
151036,583511,40,40,13,0,0,180
151036,583513,40,40,14,0,0,180
151078,584110,32,32,34,0,0,180
151120,584691,65,65,12,0,0,0
151120,584692,65,65,12,0,0,0
151124,584774,32,32,18,0,0,180
151124,584778,32,32,2,0,0,180
151131,584893,32,32,2,0,0,0
151131,584894,32,32,2,0,0,0
151203,586167,40,40,67,0,0,180
151203,586169,40,40,13,0,0,180
151203,586170,40,40,10,0,0,180
151211,586271,32,32,18,0,0,180
151211,586272,32,32,2,0,0,180
151289,587865,50,50,2,0,0,180
151289,587866,50,50,19,0,0,180
151289,587867,50,50,2,0,0,180
151289,587868,50,50,2,0,0,180
151290,587869,40,40,2,0,0,180
151290,587870,40,40,16,0,0,180
151290,587871,40,40,16,0,0,180
151290,587872,40,40,2,0,0,180
151302,588023,32,32,14,0,0,180
151302,588024,32,32,4,0,0,180
151304,588028,32,32,4,0,0,180
151304,588030,32,32,14,0,0,180
151305,588033,32,32,6,0,0,0
151305,588034,32,32,8,0,0,0
151305,588035,32,32,2,0,0,0
151305,588036,32,32,2,0,0,0
151313,588160,32,32,2,0,0,180
151313,588161,32,32,4,0,0,180
151313,588163,32,32,10,0,0,180
151313,588164,32,32,2,0,0,180
151313,588165,32,32,1,0,0,180
151327,588460,32,32,1,0,0,90
151327,588461,32,32,1,0,0,270
151327,588465,32,32,1,0,0,90
151327,588465,32,32,1,0,0,90
151327,588466,32,32,2,0,0,90
151327,588467,32,32,1,0,0,90
151327,588468,32,32,1,0,0,90
151327,588469,32,32,1,0,0,270
151362,588951,32,32,14,0,0,180
151362,588952,32,32,4,0,0,180
151364,588956,32,32,4,0,0,180
151364,588958,32,32,14,0,0,180
151425,589929,50,50,22,0,0,180
151425,589930,50,50,15,0,0,180
421302,534150,32,32,4,0,0,0
421315,534501,32,32,3,0,0,180
421315,534502,32,32,4,0,0,180
421315,534503,32,32,1,0,0,180
421546,547037,32,32,7,0,0,180
421546,547038,32,32,3,0,0,180
