wanr,waid,classid,sdauftragsnr,sdpositionsnr,sdmaterialnr,kcauftragsnr,kcposnr,pspelement,posnr,dnval,Rohrlaenge,rohrquali,Rohranfang,Rohrende,strdeleid,ElemDN,AnMuffenStutzenMaschine,Rohrdurchmesser,AnzahlRohre,beschbez,WN-Stutzen,Rohrstutzen,Sche./Bo./Bl.,"handschw. Muff./Nippel",Bögen,Redu./Einzieh.,Flachflansch
156585,677199,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1120,32,4338,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,14,32,14,-,0,0,0,0,0,0,0
156585,677200,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1121,32,3459,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156585,677201,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1122,32,4688,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677202,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1126,32,2578,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677203,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1128,32,5878,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156585,677204,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1129,32,5678,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,32,2,-,0,0,0,0,0,0,0
156585,677205,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1132,32,4564,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677206,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1139,32,3072,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677207,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1140,32,2572,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677208,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1141,32,5072,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,3,32,1,-,0,0,1,0,0,0,0
156585,677209,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1143,32,7207,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156585,677210,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1155,32,2891,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677211,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1160,32,2858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677212,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1161,32,3522,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677213,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1162,32,3922,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677214,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1163,32,3822,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677215,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1166,32,5158,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677216,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1167,32,5588,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156585,677217,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1169,32,4088,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156585,677218,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1174,32,3022,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,1,0,0,0,0
156585,677219,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1176,32,4858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156585,677220,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1180,32,5022,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,1,0,0,0,0
156585,677221,StrangrohrData,995583,70,400020,4200388787,70,10350900000,1181,32,4058,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156586,677222,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1068,50,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,60,50,20,-,0,0,0,0,0,0,0
156586,677223,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1086,50,2290,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,1,50,1,-,0,0,0,0,0,0,0
156586,677224,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1117,50,5818,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,3,50,1,-,0,0,0,0,0,0,0
156586,677225,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1135,50,2312,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,1,50,1,-,0,0,0,0,0,0,0
156586,677226,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1150,50,5260,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,3,50,1,-,0,0,0,0,0,0,0
156586,677227,StrangrohrData,995583,80,400020,4200388787,80,10350900000,1178,50,4718,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,3,50,1,-,0,0,0,0,0,0,0
156587,677228,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1043,32,6091,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,18,32,9,-,0,0,9,0,0,0,0
156587,677229,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1045,32,2108,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677230,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1046,32,4478,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,23,32,23,-,0,0,0,0,0,0,0
156587,677231,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1047,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,176,32,88,-,0,0,0,0,0,0,0
156587,677232,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1048,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,93,32,93,-,0,0,0,0,0,0,0
156587,677233,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1051,32,5577,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156587,677234,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1055,32,4808,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156587,677235,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1059,32,3328,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156587,677236,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1062,32,3668,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,32,2,-,0,0,0,0,0,0,0
156587,677237,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1067,32,7997,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,24,32,12,-,0,0,0,0,0,0,0
156587,677238,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1084,32,5510,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677239,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1085,32,5315,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677240,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1089,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,21,32,21,-,0,0,0,0,0,0,0
156587,677241,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1090,32,5858,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677242,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1093,32,5823,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,32,2,-,0,0,0,0,0,0,0
156587,677243,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1095,32,4288,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,7,32,7,-,0,0,0,0,0,0,0
156587,677244,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1108,32,4778,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677245,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1110,32,2478,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156587,677246,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1112,32,2642,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,1,0,0,0,0
156587,677247,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1113,32,3642,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,2,0,0,0,0
156587,677248,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1115,32,4599,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156587,677249,StrangrohrData,995583,90,400020,4200388787,90,10350900000,1118,32,6086,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156588,677250,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1000,32,5998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,20,32,10,-,0,0,0,0,0,0,0
156588,677251,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1037,32,4478,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,6,32,3,-,0,0,0,0,0,0,0
156588,677252,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1038,32,4142,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",20,4,32,2,-,0,0,2,0,0,0,0
156588,677253,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1039,32,5042,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",20,2,32,1,-,0,0,1,0,0,0,0
156588,677254,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1040,32,5728,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,2,32,1,-,0,0,0,0,0,0,0
156588,677255,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1041,32,5778,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,2,32,1,-,0,0,0,0,0,0,0
156588,677256,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1075,32,2728,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,1,32,1,-,0,0,0,0,0,0,0
156588,677257,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1079,32,3998,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,3,32,3,-,0,0,0,0,0,0,0
156588,677258,StrangrohrData,995583,100,400020,4200388787,100,10350900000,1082,32,2292,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",20,1,32,1,-,0,0,1,0,0,0,0
156591,677326,StrangrohrData,996294,50,400020,4200389167,50,10340540000,TH80,32,2585,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,1,0,0,0,0
156591,677327,StrangrohrData,996294,50,400020,4200389167,50,10340540000,TH92,32,1573,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156592,677328,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH82,32,3064,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156592,677329,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH83,32,3064,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156592,677330,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH84,32,3503,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156592,677331,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH85,32,3065,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156592,677332,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH86,32,3065,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156592,677333,StrangrohrData,996294,30,400020,4200389167,30,10340540000,TH87,32,1400,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156608,677726,StrangrohrData,996841,30,400020,4200389479,30,10335120000,W4,50,7499,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,60,50,20,-,0,0,0,0,0,0,0
156608,677727,StrangrohrData,996841,30,400020,4200389479,30,10335120000,W5,50,6550,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,15,50,5,-,0,0,0,0,0,0,0
156608,677728,StrangrohrData,996841,30,400020,4200389479,30,10335120000,W6,50,7656,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,15,50,5,-,0,0,0,0,0,0,0
156634,678389,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S1,40,3930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,4,-,0,0,0,0,0,0,0
156634,678390,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S2,40,3930,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,4,-,0,0,0,0,0,0,0
156634,678391,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S3,40,4000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,24,40,12,-,0,0,0,0,0,0,0
156634,678392,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S4,40,4000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,4,-,0,0,0,0,0,0,0
156634,678393,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S5,40,2932,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,8,40,4,-,0,0,4,0,0,0,0
156634,678394,StrangrohrData,997158,70,400020,4200389666,70,10335110000,S6,40,5187,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,12,40,4,-,0,0,4,0,0,0,0
156650,678802,StrangrohrData,997853,30,400020,4200390016,30,10350880000,1,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,242,32,121,-,0,0,0,0,0,0,0
156650,678803,StrangrohrData,997853,30,400020,4200390016,30,10350880000,2,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,118,32,118,-,0,0,0,0,0,0,0
156650,678804,StrangrohrData,997853,30,400020,4200390016,30,10350880000,3,32,1755,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,24,32,24,-,0,0,0,0,0,0,0
156650,678805,StrangrohrData,997853,30,400020,4200390016,30,10350880000,7,32,3305,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,13,32,13,-,0,0,0,0,0,0,0
156650,678806,StrangrohrData,997853,30,400020,4200390016,30,10350880000,9,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,43,32,43,-,0,0,0,0,0,0,0
156650,678807,StrangrohrData,997853,30,400020,4200390016,30,10350880000,10,32,3755,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,8,32,4,-,0,0,0,0,0,0,0
156650,678808,StrangrohrData,997853,30,400020,4200390016,30,10350880000,11,32,1530,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,21,32,21,-,0,0,0,0,0,0,0
156650,678809,StrangrohrData,997853,30,400020,4200390016,30,10350880000,15,32,2000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,4,32,4,-,0,0,0,0,0,0,0
156650,678810,StrangrohrData,997853,30,400020,4200390016,30,10350880000,16,32,3530,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,19,32,19,-,0,0,0,0,0,0,0
156650,678811,StrangrohrData,997853,30,400020,4200390016,30,10350880000,17,32,1658,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156650,678812,StrangrohrData,997853,30,400020,4200390016,30,10350880000,23,32,4867,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,2,32,1,-,0,0,0,0,0,0,0
156650,678813,StrangrohrData,997853,30,400020,4200390016,30,10350880000,27,32,3588,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156650,678814,StrangrohrData,997853,30,400020,4200390016,30,10350880000,28,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156650,678815,StrangrohrData,997853,30,400020,4200390016,30,10350880000,29,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156650,678816,StrangrohrData,997853,30,400020,4200390016,30,10350880000,30,32,4000,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,4,32,2,-,0,0,0,0,0,0,0
156650,678817,StrangrohrData,997853,30,400020,4200390016,30,10350880000,32,32,2937,"DINEN10255-Fe -glatt Gewinderohr",Nut,Nut,"RobbiMuffe (6)",15,1,32,1,-,0,0,0,0,0,0,0
156653,678938,StrangrohrData,998084,40,400020,4200390125,40,10342600000,7,32,1797,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,4,32,4,-,0,0,4,0,0,0,0
156653,678939,StrangrohrData,998084,40,400020,4200390125,40,10342600000,12,32,2676,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,32,4,-,0,0,0,0,0,0,0
156653,678940,StrangrohrData,998084,40,400020,4200390125,40,10342600000,17,32,3923,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,4,32,4,-,0,0,0,0,0,0,0
156653,678941,StrangrohrData,998084,40,400020,4200390125,40,10342600000,18,32,3848,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,0,0,0,0,0,0
156654,678942,StrangrohrData,998084,50,400020,4200390125,50,10342600000,5,32,2186,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,64,32,32,-,0,32,64,0,0,0,0
156654,678943,StrangrohrData,998084,50,400020,4200390125,50,10342600000,6,32,2176,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,2,2,2,0,0,0
156654,678944,StrangrohrData,998084,50,400020,4200390125,50,10342600000,8,32,2176,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,2,32,2,-,0,2,2,2,0,0,0
156663,679164,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK7,40,9833,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,4,40,1,-,1,0,1,0,0,0,0
156663,679165,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK8,40,9833,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,8,40,2,-,2,0,2,0,0,0,0
156663,679166,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK9,40,9317,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,8,40,2,-,2,0,0,0,0,0,0
156663,679167,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK10,40,9317,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,16,40,4,-,4,0,0,0,0,0,0
156663,679168,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK11,40,9268,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,4,40,1,-,1,0,1,0,0,0,0
156663,679169,StrangrohrData,998581,10,400020,4200390372,10,10340540000,4PK12,40,9268,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,8,40,2,-,2,0,2,0,0,0,0
156664,679170,StrangrohrData,998581,20,400020,4200390372,20,10340540000,4PKO2,40,9317,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,108,40,27,-,0,0,0,0,0,0,0
156673,679389,StrangrohrData,999256,20,400020,4200390719,20,10346100000,2,32,6007,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,42,32,21,-,0,0,0,0,0,0,0
156673,679390,StrangrohrData,999256,20,400020,4200390719,20,10346100000,3,32,8760,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,21,32,7,-,0,0,0,0,0,0,0
156673,679391,StrangrohrData,999256,20,400020,4200390719,20,10346100000,6,32,6007,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,14,32,7,-,0,0,0,0,0,0,0
156673,679392,StrangrohrData,999256,20,400020,4200390719,20,10346100000,9,32,6006,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,14,32,7,-,0,0,0,0,0,0,0
156677,679424,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S1,50,5798,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,48,50,24,-,0,0,0,0,0,0,0
156677,679425,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S2,50,5800,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,126,50,42,-,0,0,0,0,0,0,0
156677,679426,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S3,50,6499,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,40,50,20,-,0,0,0,0,0,0,0
156677,679427,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S4,50,5488,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,48,50,24,-,0,0,0,0,0,0,0
156677,679428,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S5,50,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,48,50,24,-,0,0,0,0,0,0,0
156677,679429,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S6,50,5541,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",15,44,50,22,-,0,0,0,0,0,0,0
156677,679430,StrangrohrData,998409,50,400020,4200390289,50,10350980000,S7,50,5340,"DINEN10217-1-Fe -glatt",Scheibe,Nut,"RobbiMuffe (6)",15,4,50,2,-,0,0,2,0,0,0,0
156772,680676,StrangrohrData,998412,410,400020,4200391330,410,10350980000,AKL1A,50,5465,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,6,50,2,-,0,0,0,0,0,0,0
156772,680677,StrangrohrData,998412,410,400020,4200391330,410,10350980000,AKL2A,50,6000,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,12,50,4,-,0,0,0,0,0,0,0
156772,680678,StrangrohrData,998412,410,400020,4200391330,410,10350980000,AKL3A,50,4373,"DINEN10217-1-Fe -glatt",Nut,Nut,"RobbiMuffe (6)",20,4,50,2,-,0,0,0,0,0,0,0
